GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
jOceanus Post Processing,net.sourceforge.joceanus.astraeus.exc,AstraeusException,9,0,0,0,4,0,2,0,2,0
jOceanus Post Processing,net.sourceforge.joceanus.astraeus.jar,AstraeusLauncher,53,450,18,32,11,89,17,22,0,14
